Unique_Pdt_Identifier_Mainpdt,Unique_Pdt_Identifier_Variant,Review_Creation_Date,week_nmb,,
B005ES6RZU,B005ES6RZU,22-03-2013,17,B005ES6RZUB005ES6RZU17,B005ES6RZUB005ES6RZU17
B005ES6RZU,B005ES6RZU,18-03-2013,16,B005ES6RZUB005ES6RZU16,B005ES6RZUB005ES6RZU16
B005ES6RZU,B005ES6RZU,15-03-2013,16,B005ES6RZUB005ES6RZU16,B005ES6RZUB005ES6RZU16
B005ES6RZU,B005ES6RZU,12-03-2013,15,B005ES6RZUB005ES6RZU15,B005ES6RZUB005ES6RZU15
B005ES6RZU,B005ES6RZU,12-03-2013,15,B005ES6RZUB005ES6RZU15,B005ES6RZUB005ES6RZU15
B005ES6RZU,B005ES6RZU,11-03-2013,15,B005ES6RZUB005ES6RZU15,B005ES6RZUB005ES6RZU15
B005ES6RZU,B005ES6RZU,10-03-2013,15,B005ES6RZUB005ES6RZU15,B005ES6RZUB005ES6RZU15
B005ES6RZU,B005ES6RZU,08-03-2013,15,B005ES6RZUB005ES6RZU15,B005ES6RZUB005ES6RZU15
B005ES6RZU,B005ES6RZU,01-03-2013,14,B005ES6RZUB005ES6RZU14,B005ES6RZUB005ES6RZU14
B005ES6RZU,B005ES6RZU,26-02-2013,13,B005ES6RZUB005ES6RZU13,B005ES6RZUB005ES6RZU13
B005ES6RZU,B005ES6RZU,24-02-2013,13,B005ES6RZUB005ES6RZU13,B005ES6RZUB005ES6RZU13
B005ES6RZU,B005ES6RZU,24-02-2013,13,B005ES6RZUB005ES6RZU13,B005ES6RZUB005ES6RZU13
B005ES6RZU,B005ES6RZU,23-02-2013,13,B005ES6RZUB005ES6RZU13,B005ES6RZUB005ES6RZU13
B005ES6RZU,B005ES6RZU,20-02-2013,12,B005ES6RZUB005ES6RZU12,B005ES6RZUB005ES6RZU12
B005ES6RZU,B005ES6RZU,19-02-2013,12,B005ES6RZUB005ES6RZU12,B005ES6RZUB005ES6RZU12
B005ES6RZU,B005ES6RZU,18-02-2013,12,B005ES6RZUB005ES6RZU12,B005ES6RZUB005ES6RZU12
B005ES6RZU,B005ES6RZU,16-02-2013,12,B005ES6RZUB005ES6RZU12,B005ES6RZUB005ES6RZU12
B005ES6RZU,B005ES6RZU,13-02-2013,11,B005ES6RZUB005ES6RZU11,B005ES6RZUB005ES6RZU11
B005ES6RZU,B005ES6RZU,13-02-2013,11,B005ES6RZUB005ES6RZU11,B005ES6RZUB005ES6RZU11
B005ES6RZU,B005ES6RZU,06-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,04-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,04-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,02-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,02-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,01-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,01-02-2013,10,B005ES6RZUB005ES6RZU10,B005ES6RZUB005ES6RZU10
B005ES6RZU,B005ES6RZU,31-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,31-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,29-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,26-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,26-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,25-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,25-01-2013,9,B005ES6RZUB005ES6RZU9,B005ES6RZUB005ES6RZU9
B005ES6RZU,B005ES6RZU,24-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,23-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,22-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,21-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,20-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,19-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,19-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,19-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,18-01-2013,8,B005ES6RZUB005ES6RZU8,B005ES6RZUB005ES6RZU8
B005ES6RZU,B005ES6RZU,17-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,17-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,17-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,17-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,17-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,16-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,16-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,16-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,15-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,15-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,15-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,11-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,11-01-2013,7,B005ES6RZUB005ES6RZU7,B005ES6RZUB005ES6RZU7
B005ES6RZU,B005ES6RZU,10-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,10-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,10-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,10-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,09-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,07-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,07-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,07-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,07-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,07-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,05-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,04-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,04-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,04-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,04-01-2013,6,B005ES6RZUB005ES6RZU6,B005ES6RZUB005ES6RZU6
B005ES6RZU,B005ES6RZU,03-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,03-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,02-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,02-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,02-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,01-01-2013,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,30-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,30-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,30-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,29-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,28-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,28-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,28-12-2012,5,B005ES6RZUB005ES6RZU5,B005ES6RZUB005ES6RZU5
B005ES6RZU,B005ES6RZU,27-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,27-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,26-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,26-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,25-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,24-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,23-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,23-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,23-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,23-12-2012,4,B005ES6RZUB005ES6RZU4,B005ES6RZUB005ES6RZU4
B005ES6RZU,B005ES6RZU,19-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,19-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,18-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,18-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,17-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,17-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,15-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,15-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,14-12-2012,3,B005ES6RZUB005ES6RZU3,B005ES6RZUB005ES6RZU3
B005ES6RZU,B005ES6RZU,12-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,12-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,12-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,10-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,09-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,07-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,07-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,07-12-2012,2,B005ES6RZUB005ES6RZU2,B005ES6RZUB005ES6RZU2
B005ES6RZU,B005ES6RZU,06-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,05-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,05-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,04-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,03-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,02-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,01-12-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,30-11-2012,1,B005ES6RZUB005ES6RZU1,B005ES6RZUB005ES6RZU1
B005ES6RZU,B005ES6RZU,26-11-2012,0,B005ES6RZUB005ES6RZU0,B005ES6RZUB005ES6RZU0
B005ES6RZU,B005ES6RZU,26-11-2012,0,B005ES6RZUB005ES6RZU0,B005ES6RZUB005ES6RZU0
B005ES6RZU,B005ES6RZU,24-11-2012,0,B005ES6RZUB005ES6RZU0,B005ES6RZUB005ES6RZU0
B005ES6RZU,B005ES6RZU,18-11-2012,-1,B005ES6RZUB005ES6RZU-1,B005ES6RZUB005ES6RZU-1
B005ES6RZU,B005ES6RZU,14-11-2012,-2,B005ES6RZUB005ES6RZU-2,B005ES6RZUB005ES6RZU-2
B005ES6RZU,B005ES6RZU,07-11-2012,-3,B005ES6RZUB005ES6RZU-3,B005ES6RZUB005ES6RZU-3
B005ES6RZU,B005ES6RZU,06-11-2012,-3,B005ES6RZUB005ES6RZU-3,B005ES6RZUB005ES6RZU-3
B005ES6RZU,B005ES6RZU,02-11-2012,-3,B005ES6RZUB005ES6RZU-3,B005ES6RZUB005ES6RZU-3
B005ES6RZU,B005ES6RZU,29-10-2012,-4,B005ES6RZUB005ES6RZU-4,B005ES6RZUB005ES6RZU-4
B005ES6RZU,B005ES6RZU,29-10-2012,-4,B005ES6RZUB005ES6RZU-4,B005ES6RZUB005ES6RZU-4
B005ES6RZU,B005ES6RZU,27-10-2012,-4,B005ES6RZUB005ES6RZU-4,B005ES6RZUB005ES6RZU-4
B005ES6RZU,B005ES6RZU,22-09-2012,-9,B005ES6RZUB005ES6RZU-9,#N/A
B005ES6RZU,B005ES6RZU,21-09-2012,-9,B005ES6RZUB005ES6RZU-9,#N/A
B005ES6RZU,B005ES6RZU,17-09-2012,-10,B005ES6RZUB005ES6RZU-10,B005ES6RZUB005ES6RZU-10
B005FKVEN2,B005FKVEN2,29-11-2013,53,B005FKVEN2B005FKVEN253,#N/A
B005FKVEN2,B005FKVEN2,25-11-2013,52,B005FKVEN2B005FKVEN252,B005FKVEN2B005FKVEN252
B005FKVEN2,B005FKVEN2,25-11-2013,52,B005FKVEN2B005FKVEN252,B005FKVEN2B005FKVEN252
B005FKVEN2,B005FKVEN2,24-11-2013,52,B005FKVEN2B005FKVEN252,B005FKVEN2B005FKVEN252
B005FKVEN2,B005FKVEN2,24-11-2013,52,B005FKVEN2B005FKVEN252,B005FKVEN2B005FKVEN252
B005FKVEN2,B005FKVEN2,24-11-2013,52,B005FKVEN2B005FKVEN252,B005FKVEN2B005FKVEN252
B005FKVEN2,B005FKVEN2,18-11-2013,51,B005FKVEN2B005FKVEN251,B005FKVEN2B005FKVEN251
B005FKVEN2,B005FKVEN2,16-11-2013,51,B005FKVEN2B005FKVEN251,B005FKVEN2B005FKVEN251
B005FKVEN2,B005FKVEN2,13-11-2013,50,B005FKVEN2B005FKVEN250,B005FKVEN2B005FKVEN250
B005FKVEN2,B005FKVEN2,12-11-2013,50,B005FKVEN2B005FKVEN250,B005FKVEN2B005FKVEN250
B005FKVEN2,B005FKVEN2,10-11-2013,50,B005FKVEN2B005FKVEN250,B005FKVEN2B005FKVEN250
B005FKVEN2,B005FKVEN2,06-11-2013,49,B005FKVEN2B005FKVEN249,B005FKVEN2B005FKVEN249
B005FKVEN2,B005FKVEN2,06-11-2013,49,B005FKVEN2B005FKVEN249,B005FKVEN2B005FKVEN249
B005FKVEN2,B005FKVEN2,06-11-2013,49,B005FKVEN2B005FKVEN249,B005FKVEN2B005FKVEN249
B005FKVEN2,B005FKVEN2,05-11-2013,49,B005FKVEN2B005FKVEN249,B005FKVEN2B005FKVEN249
B005FKVEN2,B005FKVEN2,30-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,30-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,30-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,29-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,29-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,27-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,25-10-2013,48,B005FKVEN2B005FKVEN248,B005FKVEN2B005FKVEN248
B005FKVEN2,B005FKVEN2,24-10-2013,47,B005FKVEN2B005FKVEN247,B005FKVEN2B005FKVEN247
B005FKVEN2,B005FKVEN2,23-10-2013,47,B005FKVEN2B005FKVEN247,B005FKVEN2B005FKVEN247
B005FKVEN2,B005FKVEN2,23-10-2013,47,B005FKVEN2B005FKVEN247,B005FKVEN2B005FKVEN247
B005FKVEN2,B005FKVEN2,17-10-2013,46,B005FKVEN2B005FKVEN246,B005FKVEN2B005FKVEN246
B005FKVEN2,B005FKVEN2,17-10-2013,46,B005FKVEN2B005FKVEN246,B005FKVEN2B005FKVEN246
B005FKVEN2,B005FKVEN2,14-10-2013,46,B005FKVEN2B005FKVEN246,B005FKVEN2B005FKVEN246
B005FKVEN2,B005FKVEN2,12-10-2013,46,B005FKVEN2B005FKVEN246,B005FKVEN2B005FKVEN246
B005FKVEN2,B005FKVEN2,08-10-2013,45,B005FKVEN2B005FKVEN245,B005FKVEN2B005FKVEN245
B005FKVEN2,B005FKVEN2,07-10-2013,45,B005FKVEN2B005FKVEN245,B005FKVEN2B005FKVEN245
B005FKVEN2,B005FKVEN2,06-10-2013,45,B005FKVEN2B005FKVEN245,B005FKVEN2B005FKVEN245
B005FKVEN2,B005FKVEN2,05-10-2013,45,B005FKVEN2B005FKVEN245,B005FKVEN2B005FKVEN245
B005FKVEN2,B005FKVEN2,03-10-2013,44,B005FKVEN2B005FKVEN244,B005FKVEN2B005FKVEN244
B005FKVEN2,B005FKVEN2,02-10-2013,44,B005FKVEN2B005FKVEN244,B005FKVEN2B005FKVEN244
B005FKVEN2,B005FKVEN2,01-10-2013,44,B005FKVEN2B005FKVEN244,B005FKVEN2B005FKVEN244
B005FKVEN2,B005FKVEN2,01-10-2013,44,B005FKVEN2B005FKVEN244,B005FKVEN2B005FKVEN244
B005FKVEN2,B005FKVEN2,28-09-2013,44,B005FKVEN2B005FKVEN244,B005FKVEN2B005FKVEN244
B005FKVEN2,B005FKVEN2,24-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,23-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,22-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,21-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,21-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,21-09-2013,43,B005FKVEN2B005FKVEN243,B005FKVEN2B005FKVEN243
B005FKVEN2,B005FKVEN2,19-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,18-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,18-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,18-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,18-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,18-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,15-09-2013,42,B005FKVEN2B005FKVEN242,B005FKVEN2B005FKVEN242
B005FKVEN2,B005FKVEN2,12-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,12-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,12-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,11-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,11-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,09-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,09-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,07-09-2013,41,B005FKVEN2B005FKVEN241,B005FKVEN2B005FKVEN241
B005FKVEN2,B005FKVEN2,05-09-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,03-09-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,03-09-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,03-09-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,02-09-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,30-08-2013,40,B005FKVEN2B005FKVEN240,B005FKVEN2B005FKVEN240
B005FKVEN2,B005FKVEN2,29-08-2013,39,B005FKVEN2B005FKVEN239,B005FKVEN2B005FKVEN239
B005FKVEN2,B005FKVEN2,29-08-2013,39,B005FKVEN2B005FKVEN239,B005FKVEN2B005FKVEN239
B005FKVEN2,B005FKVEN2,23-08-2013,39,B005FKVEN2B005FKVEN239,B005FKVEN2B005FKVEN239
B005FKVEN2,B005FKVEN2,23-08-2013,39,B005FKVEN2B005FKVEN239,B005FKVEN2B005FKVEN239
B005FKVEN2,B005FKVEN2,22-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,21-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,18-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,17-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,16-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,16-08-2013,38,B005FKVEN2B005FKVEN238,B005FKVEN2B005FKVEN238
B005FKVEN2,B005FKVEN2,15-08-2013,37,B005FKVEN2B005FKVEN237,B005FKVEN2B005FKVEN237
B005FKVEN2,B005FKVEN2,13-08-2013,37,B005FKVEN2B005FKVEN237,B005FKVEN2B005FKVEN237
B005FKVEN2,B005FKVEN2,09-08-2013,37,B005FKVEN2B005FKVEN237,B005FKVEN2B005FKVEN237
B005FKVEN2,B005FKVEN2,06-08-2013,36,B005FKVEN2B005FKVEN236,B005FKVEN2B005FKVEN236
B005FKVEN2,B005FKVEN2,29-07-2013,35,B005FKVEN2B005FKVEN235,B005FKVEN2B005FKVEN235
B005FKVEN2,B005FKVEN2,12-07-2013,33,B005FKVEN2B005FKVEN233,#N/A
B005FKVEN2,B005FKVEN2,08-07-2013,32,B005FKVEN2B005FKVEN232,B005FKVEN2B005FKVEN232
B005FKVEN2,B005FKVEN2,24-06-2013,30,B005FKVEN2B005FKVEN230,B005FKVEN2B005FKVEN230
B005FKVEN2,B005FKVEN2,22-06-2013,30,B005FKVEN2B005FKVEN230,B005FKVEN2B005FKVEN230
B005FKVEN2,B005FKVEN2,31-05-2013,27,B005FKVEN2B005FKVEN227,#N/A
B005FKVEN2,B005FKVEN2,29-05-2013,26,B005FKVEN2B005FKVEN226,B005FKVEN2B005FKVEN226
B005FKVEN2,B005FKVEN2,28-05-2013,26,B005FKVEN2B005FKVEN226,B005FKVEN2B005FKVEN226
B005FKVEN2,B005FKVEN2,24-05-2013,26,B005FKVEN2B005FKVEN226,B005FKVEN2B005FKVEN226
B005FKVEN2,B005FKVEN2,23-05-2013,25,B005FKVEN2B005FKVEN225,B005FKVEN2B005FKVEN225
B005FKVEN2,B005FKVEN2,21-05-2013,25,B005FKVEN2B005FKVEN225,B005FKVEN2B005FKVEN225
B005FKVEN2,B005FKVEN2,21-05-2013,25,B005FKVEN2B005FKVEN225,B005FKVEN2B005FKVEN225
B005FKVEN2,B005FKVEN2,18-05-2013,25,B005FKVEN2B005FKVEN225,B005FKVEN2B005FKVEN225
